index,question,img_opt,A,B,C,D,Answer
533,11. P(x; μ) = (e-μ) (μx) / x! is the formula for _____,,a) parametric distribution,b) continuous distribution,c) poisson distribution,d) extreme distribution,Answer: c
534,12. P [X = x] = nCx  px   qn-x is the formula for _____,,a) parametric distribution,b) binomial distribution,c) poisson distribution,d) extreme distribution,Answer: b
535,"1. If x > 0, then which one is correct?",,a) x > log(x + 1),b) x < log (x + 1),c) x = log(x + 1),d) x ≥ log(x + 1),Answer: a
536,"2. If x > 0, then which one is correct?",,a) log(1 + x) > x – (x2/2),b) log(1 + x) < x – (x2/2),c) log(1 + x) ≥ x – (x2/2),d) log(1 + x) ≤ x– (x2/2),Answer: a
537,3. What will be the range of the function f(x) = 2x3 – 9x2 – 24x + 5 which increases with x?,,a) x > 4,b) x > 4 or x < -1,c) x < -1,d) Can’t be determined,Answer: b
538,4. What will be the range of the function f(x) = 2x3 – 9x2 – 24x + 5 which decreases with x?,,a) -1 < x < 4,b) 1 < x < 4,c) -1 ≤ x < 4,d) -1 < x ≤ 4,Answer: a
539,5. What will be nature of the f(x) = 10 – 9x + 6x2 – x3 for x > 3?,,a) Decreases,b) Increases,c) Cannot be determined for x > 3,d) A constant function,Answer: a
540,6. What will be nature of the f(x) = 10 – 9x + 6x2 – x3 for x < 1?,,a) Decreases,b) Increases,c) Cannot be determined for x < 1,d) A constant function,Answer: a
541,7. What will be nature of the f(x) = 10 – 9x + 6x2 – x3 for 1 < x < 3?,,a) Decreases,b) Increases,c) Cannot be determined for 1 < x < 3,d) A constant function,Answer: b
542,8. What will be the nature of the equation (sinθ)/θ for 0 < θ < π/2 if θ increases continuously?,,a) Decreases,b) Increases,c) Cannot be determined for 0 < θ < π/2,d) A constant function,Answer: a
543,"9. If y = 3x((x + a)/(x + b)) + 5 where, a and b are constants and a > b, be the total cost for x unit of output of a commodity. What will be the nature of marginal cost as the output increases continuously?",,a) Does not change,b) Increases continuously,c) Falls continuously,d) Changes as the interval of y changes,Answer: c
544,"1. What is the equation of the tangent at a specific point of y2 = 4ax at (0, 0)?",,a) x = 0,b) x = 1,c) x = 2,d) x = 3,Answer: a
545,"2. If X and Y are given as current co-ordinates, what is the equation of the tangent at a specific point of x3 – 3axy + y3 = 0 at (x, y)?",,a) (x2 – ay)X + (y2 – ax)Y = -2axy,b) (x2 – ay)X + (y2 – ax)Y = 2axy,c) (x2 – ay)X + (y2 – ax)Y = axy,d) (x2 – ay)X + (y2 – ax)Y = -axy,Answer: c
546,"3. What will be the equation of the normal to the hyperbola xy = 4 at the point (2, 2)?",,a) x + y = 0,b) x – y = 0,c) 2x – y = 0,d) x + 2y = 0,Answer: b
547,"4. At which point does the normal to the hyperbola xy = 4 at (2, 2) intersects the hyperbola again?",,"a) (-2, -2)","b) (-2, 2)","c) (2, -2)","d) (0, 2)",Answer: a
548,"5. What will be the equation of the tangent to the circle x2 + y2 – 6x + 4y – 7 = 0, which are perpendicular to the straight line 2x – y + 3 = 0?",,a) x + 2y – 9 = 0,b) x + 2y + 9 = 0,c) x + 2y – 10 = 0,d) x + 2y + 10 = 0,Answer: a
549,"6. What is the equation of the tangent to the parabola y2 = 8x, which is inclined at an angle of 45° with the x axis?",,a) x + y – 2 = 0,b) x + y + 2 = 0,c) x – y + 2 = 0,d) x – y – 2 = 0,Answer: c
550,"7. What will be the equation of the tangent to the circle x2 + y2 – 6x + 4y – 7 = 0, which are perpendicular to the straight line 2x – y + 3 = 0?",,a) x – 2y + 11 = 0,b) x – 2y – 11 = 0,c) x + 2y + 11 = 0,d) x + 2y – 11 = 0,Answer: c
551,"8. What will be the equation of normal to the hyperbola 3x2 – 4y2 = 12 at the point (x1, y1)?",,a) 3x1y + 4y1x + 7x1y1 = 0,b) 3x1y + 4y1x – 7x1y1 = 0,c) 3x1y – 4y1x – 7x1y1 = 0,d) 3x1y – 4y1x + 7x1y1 = 0,Answer: b
552,"9. What is the nature of the straight line x + y + 7 = 0 to the hyperbola 3x2 – 4y2 = 12 whose normal is at the point (x1, y1)?",,a) Chord to hyperbola,b) Tangent to hyperbola,c) Normal to hyperbola,d) Segment to hyperbola,Answer: c
553,"10. What is the foot of the normal if the straight line x + y + 7 = 0 is normal to the hyperbola 3x2 – 4y2 = 12 whose normal is at the point (x1, y1)?",,"a) (4, 3)","b) (-4, 3)","c) (4, -3)","d) (-4, -3)",Answer: d
554,1. A particle moving in a straight line with uniform acceleration has a velocity 10 cm/sec and 8 seconds later has a velocity 54 cm/sec. What will be the acceleration?,,a) 1 cm/sec2,b) 2 cm/sec2,c) 3 cm/sec2,d) 4 cm/sec2,Answer: c
555,2. A particle moving in a straight line with uniform acceleration has a velocity 10 cm/sec and 8 seconds later has a velocity 54 cm/sec. What will be the value of space described?,,a) 172 cm,b) 176 cm,c) 178 cm,d) 174 cm,Answer: b
556,3. A particle moving in a straight line with uniform acceleration has a velocity 10 cm/sec and 8 seconds later has a velocity 54 cm/sec. What will be the described by the particle during the 10th second of its motion?,,a) 38.5cm,b) 37.5cm,c) 38cm,d) 39.5cm,Answer: a
557,4. A point starts with the velocity 10 cm/sec and moves along a straight line with uniform acceleration 5cm/sec2. How much time it takes to describe 80 cm?,,a) 4 seconds,b) 2 seconds,c) 8 seconds,d) 6 seconds,Answer: a
558,5. A motor car travelling at the rate of 40 km/hr is stopped by its brakes in 4 seconds. How long will it go from the point at which the brakes are first applied?,,a) 22m,b) 22(2/9)m,c) 22(1/9)m,d) 22(4/9)m,Answer: b
559,6. A bullet fired into a target loses half of its velocity after penetrating 2.5 cm. How much further will it penetrate?,,a) 0.85 cm,b) 0.84 cm,c) 0.83 cm,d) 0.82 cm,Answer: c
560,"7. A particle moving in a straight line with uniform retardation described 7cm in 5th second and after some time comes to rest. If the particle describes 1/64 part of the total path during the last second of its motion, for how long was the particle in motion?",,a) 6 seconds,b) 8 seconds,c) 4 seconds,d) 2 seconds,Answer: b
561,"8. A particle moving in a straight line with uniform retardation described 7cm in 5th second and after some time comes to rest. If the particle describes 1/64 part of the total path during the last second of its motion, for how long was the particle in motion?",,a) 10 cm/sec,b) 12 cm/sec,c) 14 cm/sec,d) 16 cm/sec,Answer: d
562,"9. If a, b, c be the space described in the pth, qth and rth seconds by a particle with a given velocity and moving with uniform acceleration in a straight line then what is the value of a(q – r) + b(r – p) + c(p – q)?",,a) 0,b) 1,c) -1,d) Can’t be determined,Answer: a
563,"10. A particle moving along a straight line with uniform acceleration, passes successively through three points A, B, C. If t1 = time taken to go from A to B; t2 = time taken to go from B to C and AB = a, BC = b, then what is the value of acceleration?",,a) 2(bt1 – at2)/t1t2(t1 + t2),b) -2(bt1 – at2)/t1t2(t1 + t2),c) 2(bt1 + at2)/t1t2(t1 + t2),d) 2(bt1 – at2)/t1t2(t1 – t2),Answer: a
564,1. A particle is projected vertically upwards with a velocity of 196 m/sec. What will the time of rise?,,a) 10 sec,b) 20 sec,c) 30 sec,d) 40 sec,Answer: b
565,2. A particle is projected vertically upwards with a velocity of 196 m/sec. What is the value of total time of flight?,,a) 40 sec,b) 45 sec,c) 50 sec,d) 55 sec,Answer: a
566,3. A particle is projected vertically upwards with a velocity of 196 m/sec. How much will be the greatest height?,,a) 1930 m,b) 1960 m,c) 1990 m,d) 1995 m,Answer: b
567,4. A particle is projected vertically upwards with a velocity of 196 m/sec. What will be its height from the point of projection after 12 sec?,,a) 1646.2 m,b) 1645.4 m,c) 1644.2 m,d) 1646.4 m,Answer: a
568,5. A particle is projected vertically upwards with a velocity of 196 m/sec. How many times will it attain a height of 1254.4 m after projection?,,a) 0,b) 1,c) 2,d) 3,Answer: c
569,6. A particle is projected vertically upwards with a velocity of 196 m/sec. What will be its velocity at the end of 10 seconds?,,a) 98 m/sec in the upward direction,b) 98 m/sec in the downward direction,c) 99 m/sec in the upward direction,d) 99 m/sec in the downward direction,Answer: a
570,7. A particle is projected vertically upwards with a velocity of 196 m/sec. What will be its velocity at the end of 30 seconds?,,a) 98 m/sec in the upward direction,b) 98 m/sec in the downward direction,c) 99 m/sec in the upward direction,d) 99 m/sec in the downward direction,Answer: b
571,8. A particle is projected vertically upwards with a velocity of 196 m/sec. When will its velocity be 49m/sec in the downward direction?,,a) Before 23 sec,b) After 23 sec,c) Before 25 sec,d) After 25 sec,Answer: d
572,1. For which value of x will (x – 1)(3 – x) have its maximum?,,a) 0,b) 1,c) 2,d) -2,Answer: c
573,2. What will be the values of x for which the value of cosx is minimum?,,a) (2m + 1)π,b) (2m)π,c) (2m + 1)π/2,d) (2m – 1)π,Answer: a
574,3. What will be the value of x for which the value of cosx is minimum?,,a) 0,b) -1,c) 1,d) Cannot be determined,Answer: b
575,4. What will be the point of maximum of the function 2x3 + 3x2 – 36x + 10?,,a) -1,b) -2,c) -3,d) -4,Answer: c
576,5. What will be the point of minimum of the function 2x3 + 3x2 – 36x + 10?,,a) 1,b) 2,c) 3,d) 4,Answer: b
577,6. What will be the maximum value of the function 2x3 + 3x2 – 36x + 10?,,a) 71,b) 81,c) 91,d) 0,Answer: c
578,7. What will be the minimum value of the function 2x3 + 3x2 – 36x + 10?,,a) -31,b) 31,c) -34,d) 34,Answer: c
579,8. What will be the maxima for the function f(x) = x4 –8x3 + 22x2 –24x + 8?,,a) 0,b) 1,c) 2,d) 3,Answer: c
580,9. What will be the minima for the function f(x) = x4 – 8x3 + 22x2 – 24x + 8?,,a) -1,b) 0,c) 2,d) 3,Answer: d
581,10. What is the nature of the function f(x) = 2/3(x3) – 6x2 + 20x – 5?,,a) Possess only minimum value,b) Possess only maximum value,c) Does not possess a maximum or minimum value,d) Datainadequate,Answer: c
582,1. A particle is moving in a straight line and its distance s cm from a fixed point in the line after t seconds is given by s = 12t – 15t2 + 4t3. What is the acceleration of the particle after 3 seconds?,,a) 41 cm/sec2,b) 42 cm/sec2,c) 43 cm/sec2,d) 44 cm/sec2,Answer: b
583,"2. A particle is moving in a straight line is at a distance x from a fixed point in the straight line at time t seconds, where x = 2t3 – 12t + 11. What is the acceleration of the particle at the end of 2 seconds?",,a) 22 cm/sec2,b) 24 cm/sec2,c) 26 cm/sec2,d) 28 cm/sec2,Answer: a
584,"3. A particle is moving in a straight line is at a distance x from a fixed point in the straight line at time t seconds, where x = 2t3 – 12t + 11. What is the average acceleration of the particle at the end of 3 seconds?",,a) 28 cm/sec2,b) 30 cm/sec2,c) 32 cm/sec2,d) 26 cm/sec2,Answer: b
585,4. A particle is moving along the straight line OX and its distance x is in metres from O after t seconds from start is given by x = t3 – t2 – 5t. What will be the acceleration of the particle when it is at a distance 28 metres from O?,,a) 20 m/sec2,b) 22 m/sec2,c) 24 m/sec2,d) 26 m/sec2,Answer: b
586,"5. A particle moves in a straight-line OA; the distance of the particle from O at time t seconds is x ft, where x = a + bt + ct2 (a, b > 0). What is the meaning of the constant c?",,a) Uniform acceleration,b) Non – uniform acceleration,c) Uniform retardation,d) Non – uniform retardation,Answer: a
587,"6. A particle moves in a straight-line OA; the distance of the particle from O at time t seconds is x ft, where x = a + bt + ct2 (a, b > 0). What will be the nature of motion of the particle when c > 0?",,a) Uniform retardation,b) Uniform speed,c) Uniform positive acceleration,d) Uniform velocity,Answer: c
588,"7. A particle moves in a straight-line OA; the distance of the particle from O at time t seconds is x ft, where x = a + bt + ct2 (a, b > 0). What will be the nature of motion of the particle when c < 0?",,a) Uniform retardation,b) Uniform speed,c) Uniform acceleration,d) Uniform velocity,Answer: a
589,8. A particle moves in a straight line and its velocity v at time t seconds is given byv = 3t2 – 4t + 5 cm/second. What will be the acceleration of the particle during first 3 seconds after the start?,,a) 10cm/sec2,b) 12cm/sec2,c) 14cm/sec2,d) 16cm/sec2,Answer: c
590,"9. A particle moves along the straight-line OX, starting from O with a velocity 4 cm/sec. At time t seconds its acceleration is (5 + 6t) cm/sec2. What will be the velocity of the particle from O after 4 seconds?",,a) 70 cm/sec,b) 71 cm/sec,c) 72 cm/sec,d) 73 cm/sec,Answer: c
591,"10. A particle moves along the straight-line OX, starting from O with a velocity 4 cm/sec. At time t seconds its acceleration is (5 + 6t) cm/sec2. What will be the distance from O after 4 seconds?",,a) 110 cm,b) 120 cm,c) 130 cm,d) 140 cm,Answer: b
592,"11. A particle moves in a horizontal straight line under retardation kv3, where v is the velocity at time t and k is a positive constant. If initial velocity be u and x be the displacement at time,then which one is correct?",,a) 1/v = 1/u + kx,b) 1/v = 1/u – 2kx,c) 1/v = 1/u – kx,d) 1/v = 1/u + 2kx,Answer: a
593,"12. The distance x of a particle moving along a straight line from a fixed point on the line at time t after start is given by t = ax2 + bx + c (a, b, c are positive constants). If v be the velocity of the particle at the instant, then which one is correct?",,a) Moves with retardation 2av2,b) Moves with retardation 2av3,c) Moves with acceleration 2av3,d) Moves with acceleration 2av2,Answer: b
594,"13. Two straight railway lines meet at right angles. A train starts from the junction along one line and at the same time instant, another train starts towards the junction from a station on the other line and they move at the same uniform velocity.When will they be nearest to each other?",,a) When they are equal distance from the junction,b) When they are in unequal distance from the junction,c) When they form a right angle at the junction,d) Data not sufficient,Answer: a
595,"14. A particle starts moving from rest with an acceleration in a fixed direction. If its acceleration at time t be(a – bt2),where a and b are positive constants then which one is correct?",,a) [v]max = 4a√a/3√b,b) [v]max = 2a√a/3√b,c) [v]max = 2a√a/3√b,d) [v]max = 4a√a/3√b,Answer: b
596,1. A particle is moving in a straight line and its distance s cm from a fixed point in the line after t seconds is given by s = 12t – 15t2 + 4t3. What is the velocity of the particle after 3 seconds?,,a) 10 cm/sec,b) 20 cm/sec,c) 30 cm/sec,d) 40 cm/sec,Answer: c
597,"2. A particle is moving in a straight line and its distance s cm from a fixed point in the line after t seconds is given by s = 12t – 15t2 + 4t3. What will be the distance between the two positions of the particle at two times, when the velocity is instantaneously 0?",,a) 27/4 cm,b) 29/4 cm,c) 27/2 cm,d) 29/2 cm,Answer: a
598,"3. A particle is moving in a straight line is at a distance x from a fixed point in the straight line at time t seconds, where x = 2t3 – 12t + 11. What is the velocity of the particle at the end of 2 seconds?",,a) 10 cm/sec,b) 12 cm/sec,c) 14 cm/sec,d) 16 cm/sec,Answer: b
599,"4. A particle is moving in a straight line is at a distance x from a fixed point in the straight line at time t seconds, where x = 2t3 – 12t + 11. What is the displacement of the particle at the end of 2 seconds?",,a) 1 cm,b) 2 cm,c) 3 cm,d) 4 cm,Answer: c
600,5. A particle is moving along the straight line OX and its distance x is in metres from O after t seconds from start is given by x = t3 – t2 – 5t. What will be the distance traversed before it comes to rest?,,a) -173/27,b) 173/27,c) -175/27,d) 175/27,Answer: c
601,6. “It is impossible for a particle to move in a straight line so that its velocity varies at the distance from the commencement of motion”. Which one is correct for the given statement?,,a) The above statement is valid,b) The above statement is not valid,c) Data inadequate,d) Answer does not exist,Answer: a
602,"7. A particle moves in a straight-line OA; the distance of the particle from O at time t seconds is x ft, where x = a + bt + ct2 (a, b > 0). What is the meaning of the constant a?",,a) Initial position,b) Final position,c) Mid position,d) Any arbitrary position,Answer: a
603,"8. A particle moves in a straight-line OA; the distance of the particle from O at time t seconds is x ft, where x = a + bt + ct2 (a, b > 0). What is the meaning of the constant b?",,a) Final velocity,b) Initial velocity,c) Mid velocity,d) Arbitrary velocity,Answer: b
